"Step","half cheetah leg weight - x_diff","half cheetah leg weight - x_diff__MIN","half cheetah leg weight - x_diff__MAX"
"478","8.71827625060942","8.71827625060942","8.71827625060942"
"479","9.166770074647717","9.166770074647717","9.166770074647717"
"480","8.703827917560696","8.703827917560696","8.703827917560696"
"481","9.1867255988113","9.1867255988113","9.1867255988113"
"482","9.54828486828079","9.54828486828079","9.54828486828079"
"483","7.3613572451263325","7.3613572451263325","7.3613572451263325"
"484","5.206092681162283","5.206092681162283","5.206092681162283"
"485","6.810388099950637","6.810388099950637","6.810388099950637"
"486","8.34774856087342","8.34774856087342","8.34774856087342"
"487","7.98182121443134","7.98182121443134","7.98182121443134"
"488","7.843820377941439","7.843820377941439","7.843820377941439"
"489","9.541936925058181","9.541936925058181","9.541936925058181"
"490","7.26668901279282","7.26668901279282","7.26668901279282"
"491","10.351373413713558","10.351373413713558","10.351373413713558"
"492","9.550174874981963","9.550174874981963","9.550174874981963"
"493","9.258673978462147","9.258673978462147","9.258673978462147"
"494","8.003970058533175","8.003970058533175","8.003970058533175"
"495","8.397756410445485","8.397756410445485","8.397756410445485"
"496","9.364929456635062","9.364929456635062","9.364929456635062"
"497","8.987151711264685","8.987151711264685","8.987151711264685"
"498","8.049790319602652","8.049790319602652","8.049790319602652"
"499","8.17205681092988","8.17205681092988","8.17205681092988"
